+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,Pos,REB,STL,TO,date,game_id,starter,team
+10,0-1,0,0,0,2-3,0-0,11,D.  Rose,0,2,4,PG,0,0,2,"February 6, 2012",320206017,1,Bulls
-6,0-0,1,0,1,4-7,3-4,18,T.  Gibson,1,4,11,PF,2,0,4,"February 6, 2012",320206017,0,Bulls
-1,0-0,0,0,0,1-1,1-2,2,B.  Scalabrine,0,0,3,PF,0,0,0,"February 6, 2012",320206017,0,Bulls
-12,0-0,0,0,5,1-3,0-1,15,O.  Asik,1,4,2,C,6,1,1,"February 6, 2012",320206017,0,Bulls
-1,0-0,1,0,0,0-0,0-0,2,J.  Lucas III,0,0,0,PG,0,0,1,"February 6, 2012",320206017,0,Bulls
+13,2-3,11,0,6,5-10,2-2,39,C.J. ,1,3,14,PG,7,2,2,"February 6, 2012",320206017,0,Bulls
-2,0-0,0,0,1,1-1,0-0,3,J.  Butler,0,0,2,SG,1,0,0,"February 6, 2012",320206017,0,Bulls
+0,2-2,3,0,1,3-4,0-0,29,K.  Korver,1,1,8,SG,2,2,0,"February 6, 2012",320206017,0,Bulls
+0,0-0,0,0,0,0-0,0-0,0,R.  Hamilton,0,0,0,SG,0,0,0,"February 6, 2012",320206017,0,Bulls
-22,0-0,1,0,6,4-9,2-2,30,K.  Humphries,3,2,10,PF,9,1,1,"February 6, 2012",320206017,1,Nets
-23,0-3,0,1,5,0-6,2-2,33,S.  Williams,2,1,2,SF,7,0,1,"February 6, 2012",320206017,1,Nets
-18,0-0,1,0,1,2-3,0-1,15,S.  Williams,0,3,4,C,1,0,0,"February 6, 2012",320206017,1,Nets
-20,0-4,5,0,0,8-16,9-10,37,D.  Williams,0,2,25,PG,0,0,3,"February 6, 2012",320206017,1,Nets
-23,1-3,1,0,1,3-5,0-1,20,K.  Bogans,2,4,7,SG,3,0,1,"February 6, 2012",320206017,1,Nets
-6,0-0,0,0,0,0-0,0-0,0,D.  James,0,0,0,SF,0,0,0,"February 6, 2012",320206017,0,Nets
-8,0-0,2,0,3,4-10,0-0,25,J.  Petro,5,4,8,C,8,3,0,"February 6, 2012",320206017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Okur,0,0,0,C,0,0,0,"February 6, 2012",320206017,0,Nets
-6,0-0,0,0,0,0-0,0-0,0,B.  Lopez,0,0,0,C,0,0,0,"February 6, 2012",320206017,0,Nets
+8,0-0,0,0,4,2-5,4-6,19,J.  Williams,1,2,8,C,5,1,1,"February 6, 2012",320206017,0,Nets
-5,1-3,5,0,1,5-14,0-0,33,J.  Farmar,0,1,11,PG,1,0,2,"February 6, 2012",320206017,0,Nets
+6,1-4,4,0,2,4-11,3-4,27,S.  Gaines,1,1,12,PG,3,1,2,"February 6, 2012",320206017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,D.  Stevenson,0,0,0,SG,0,0,0,"February 6, 2012",320206017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,A.  Morrow,0,0,0,SG,0,0,0,"February 6, 2012",320206017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Brooks,0,0,0,SG,0,0,0,"February 6, 2012",320206017,0,Nets
-4,0-0,1,1,2,2-3,0-2,13,J.  Maxiell,2,3,4,PF,4,0,0,"February 8, 2012",320208017,1,Pistons
-1,0-1,5,0,1,5-13,5-6,35,T.  Prince,1,0,15,SF,2,0,1,"February 8, 2012",320208017,1,Pistons
+0,0-0,4,1,9,10-16,0-0,35,G.  Monroe,3,5,20,C,12,2,1,"February 8, 2012",320208017,1,Pistons
+4,1-4,4,1,2,4-10,4-5,37,B.  Knight,0,0,13,PG,2,0,4,"February 8, 2012",320208017,1,Pistons
+0,1-2,6,0,3,5-9,1-3,35,R.  Stuckey,0,3,12,PG,3,2,1,"February 8, 2012",320208017,1,Pistons
+11,0-2,2,2,3,5-12,6-8,35,J.  Jerebko,4,4,16,PF,7,2,0,"February 8, 2012",320208017,0,Pistons
+7,0-0,1,1,4,0-0,0-0,13,B.  Wallace,0,1,0,PF,4,2,1,"February 8, 2012",320208017,0,Pistons
+0,0-0,0,0,0,0-0,0-0,0,V.  Macklin,0,0,0,PF,0,0,0,"February 8, 2012",320208017,0,Pistons
+0,0-0,0,0,0,0-0,0-0,0,C.  Villanueva,0,0,0,PF,0,0,0,"February 8, 2012",320208017,0,Pistons
+9,0-0,1,0,1,0-1,0-0,7,A.  Daye,0,0,0,SF,1,0,0,"February 8, 2012",320208017,0,Pistons
-1,0-0,3,0,0,2-2,1-2,10,W.  Russell,1,3,5,PG,1,0,0,"February 8, 2012",320208017,0,Pistons
+0,0-0,0,0,0,0-0,0-0,0,W.  Bynum,0,0,0,PG,0,0,0,"February 8, 2012",320208017,0,Pistons
+10,0-0,2,0,4,6-7,2-3,21,B.  Gordon,1,2,14,SG,5,2,4,"February 8, 2012",320208017,0,Pistons
+0,0-0,0,0,0,0-0,0-0,0,D.  Wilkins,0,0,0,SG,0,0,0,"February 8, 2012",320208017,0,Pistons
-7,0-0,2,2,8,4-9,1-2,41,K.  Humphries,8,2,9,PF,16,1,3,"February 8, 2012",320208017,1,Nets
-3,0-6,0,2,2,2-12,0-0,18,S.  Williams,0,1,4,SF,2,2,0,"February 8, 2012",320208017,1,Nets
-10,0-0,1,0,2,4-6,3-4,29,S.  Williams,4,2,11,C,6,1,1,"February 8, 2012",320208017,1,Nets
-2,6-9,7,1,2,10-21,8-9,41,D.  Williams,0,4,34,PG,2,0,2,"February 8, 2012",320208017,1,Nets
-6,0-4,3,1,5,3-12,0-0,34,A.  Morrow,0,3,6,SG,5,0,2,"February 8, 2012",320208017,1,Nets
+0,0-0,0,0,0,0-0,0-0,0,D.  James,0,0,0,SF,0,0,0,"February 8, 2012",320208017,0,Nets
+13,0-0,1,0,3,0-2,0-0,11,J.  Williams,1,0,0,C,4,0,1,"February 8, 2012",320208017,0,Nets
-3,0-0,0,0,0,0-0,0-0,0,B.  Lopez,0,0,0,C,0,0,0,"February 8, 2012",320208017,0,Nets
-7,0-0,0,0,0,0-1,0-0,4,J.  Petro,0,2,0,C,0,0,1,"February 8, 2012",320208017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Okur,0,0,0,C,0,0,0,"February 8, 2012",320208017,0,Nets
+1,0-0,0,0,0,1-1,1-2,3,S.  Gaines,0,0,3,PG,0,0,0,"February 8, 2012",320208017,0,Nets
-12,3-7,3,0,0,8-13,3-3,37,J.  Farmar,0,1,22,PG,0,2,2,"February 8, 2012",320208017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Brooks,0,0,0,SG,0,0,0,"February 8, 2012",320208017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,D.  Stevenson,0,0,0,SG,0,0,0,"February 8, 2012",320208017,0,Nets
-2,1-1,2,0,1,1-1,0-0,21,K.  Bogans,0,4,3,SG,1,1,0,"February 8, 2012",320208017,0,Nets
-14,0-0,0,1,5,2-9,1-2,25,K.  Humphries,1,2,5,PF,6,0,1,"February 10, 2012",320210008,1,Nets
-17,0-0,0,0,3,2-2,0-0,20,S.  Williams,1,3,4,C,4,1,1,"February 10, 2012",320210008,1,Nets
-23,0-4,4,1,1,4-10,6-7,28,D.  Williams,0,3,14,PG,1,2,2,"February 10, 2012",320210008,1,Nets
-14,3-3,3,0,1,5-9,1-1,26,J.  Farmar,0,2,14,PG,1,1,5,"February 10, 2012",320210008,1,Nets
-14,0-5,2,1,2,0-7,2-2,32,A.  Morrow,0,2,2,SG,2,1,1,"February 10, 2012",320210008,1,Nets
-8,0-0,0,0,0,0-0,0-0,0,D.  James,0,0,0,SF,0,0,0,"February 10, 2012",320210008,0,Nets
-3,0-2,1,0,1,2-5,2-2,25,S.  Williams,0,3,6,SF,1,0,2,"February 10, 2012",320210008,0,Nets
+0,0-0,0,1,2,4-8,3-4,25,J.  Williams,3,2,11,C,5,2,0,"February 10, 2012",320210008,0,Nets
-3,0-0,0,0,0,0-0,0-0,0,B.  Lopez,0,0,0,C,0,0,0,"February 10, 2012",320210008,0,Nets
+3,0-0,1,0,3,6-10,4-4,20,J.  Petro,2,4,16,C,5,0,3,"February 10, 2012",320210008,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Okur,0,0,0,C,0,0,0,"February 10, 2012",320210008,0,Nets
+6,1-4,6,0,3,4-7,4-6,22,S.  Gaines,1,1,13,PG,4,1,1,"February 10, 2012",320210008,0,Nets
-9,1-1,1,1,0,2-7,2-3,17,M.  Brooks,2,0,7,SG,2,2,2,"February 10, 2012",320210008,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,D.  Stevenson,0,0,0,SG,0,0,0,"February 10, 2012",320210008,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,K.  Bogans,0,0,0,SG,0,0,0,"February 10, 2012",320210008,0,Nets
+14,0-0,1,4,2,2-2,2-2,20,J.  Maxiell,3,4,6,PF,5,1,3,"February 10, 2012",320210008,1,Pistons
+26,0-1,4,0,6,4-12,0-0,28,T.  Prince,1,2,8,SF,7,0,1,"February 10, 2012",320210008,1,Pistons
+23,0-0,2,1,6,8-9,2-2,30,G.  Monroe,5,3,18,C,11,2,3,"February 10, 2012",320210008,1,Pistons
+17,3-3,5,0,6,4-7,2-3,17,B.  Knight,1,4,13,PG,7,1,2,"February 10, 2012",320210008,1,Pistons
+18,0-0,5,0,3,7-10,5-6,26,R.  Stuckey,0,3,19,PG,3,1,2,"February 10, 2012",320210008,1,Pistons
+8,1-2,2,0,1,7-13,5-6,25,J.  Jerebko,3,2,20,PF,4,1,2,"February 10, 2012",320210008,0,Pistons
+2,0-0,1,1,4,2-3,0-2,14,B.  Wallace,1,1,4,PF,5,1,0,"February 10, 2012",320210008,0,Pistons
-8,0-0,0,0,1,0-0,1-2,4,V.  Macklin,0,0,1,PF,1,0,0,"February 10, 2012",320210008,0,Pistons
-5,0-0,0,0,0,0-0,0-0,0,C.  Villanueva,0,0,0,PF,0,0,0,"February 10, 2012",320210008,0,Pistons
-6,0-2,0,0,0,1-7,0-0,19,A.  Daye,1,1,2,SF,1,0,0,"February 10, 2012",320210008,0,Pistons
+8,0-1,5,0,2,1-5,0-0,26,W.  Russell,0,2,2,PG,2,0,3,"February 10, 2012",320210008,0,Pistons
-8,0-0,0,0,0,1-1,0-0,6,W.  Bynum,0,1,2,PG,0,1,1,"February 10, 2012",320210008,0,Pistons
-4,0-1,0,0,1,6-10,2-2,23,B.  Gordon,0,1,14,SG,1,1,3,"February 10, 2012",320210008,0,Pistons
-5,0-0,0,0,0,0-0,0-0,3,D.  Wilkins,0,1,0,SG,0,0,0,"February 10, 2012",320210008,0,Pistons
+5,1-3,1,0,2,3-5,0-0,19,R.  Jefferson,0,1,7,SF,2,1,2,"February 11, 2012",320211017,1,Spurs
+9,0-0,2,1,2,5-9,1-3,27,D.  Blair,3,5,11,C,5,1,2,"February 11, 2012",320211017,1,Spurs
+2,0-0,5,2,9,6-11,1-2,24,T.  Duncan,1,2,13,C,10,1,2,"February 11, 2012",320211017,1,Spurs
+15,0-2,5,0,2,4-11,4-4,26,T.  Parker,0,1,12,PG,2,1,1,"February 11, 2012",320211017,1,Spurs
+12,2-4,1,0,2,4-8,0-0,21,D.  Green,0,0,10,SG,2,0,2,"February 11, 2012",320211017,1,Spurs
+4,1-1,0,1,5,1-2,2-2,27,K.  Leonard,3,1,5,SF,8,2,0,"February 11, 2012",320211017,0,Spurs
+6,1-4,1,0,3,2-6,0-0,22,M.  Bonner,0,1,5,C,3,0,0,"February 11, 2012",320211017,0,Spurs
+10,0-0,1,2,3,3-5,4-6,23,T.  Splitter,2,3,10,C,5,1,3,"February 11, 2012",320211017,0,Spurs
+11,2-4,3,0,3,8-10,0-0,23,G.  Neal,1,1,18,PG,4,0,0,"February 11, 2012",320211017,0,Spurs
-4,0-0,1,0,1,0-1,0-0,3,C.  Joseph,0,0,0,PG,1,0,0,"February 11, 2012",320211017,0,Spurs
+0,0-0,0,0,0,0-0,0-0,0,T.J. ,0,0,0,PG,0,0,0,"February 11, 2012",320211017,0,Spurs
+1,0-2,4,0,1,4-7,0-0,17,M.  Ginobili,0,0,8,SG,1,0,1,"February 11, 2012",320211017,0,Spurs
-1,0-2,1,0,0,2-5,0-0,9,J.  Anderson,0,2,4,SG,0,1,0,"February 11, 2012",320211017,0,Spurs
-10,0-0,0,2,4,7-10,1-2,31,K.  Humphries,4,3,15,PF,8,0,3,"February 11, 2012",320211017,1,Nets
-3,0-0,1,0,2,3-5,0-0,20,J.  Petro,0,2,6,C,2,0,0,"February 11, 2012",320211017,1,Nets
-7,2-8,8,0,4,9-23,7-8,38,D.  Williams,0,1,27,PG,4,0,4,"February 11, 2012",320211017,1,Nets
-4,1-4,0,0,1,5-11,0-0,35,A.  Morrow,0,0,11,SG,1,1,0,"February 11, 2012",320211017,1,Nets
-19,1-3,2,0,4,2-10,2-3,24,M.  Brooks,1,2,7,SG,5,0,6,"February 11, 2012",320211017,1,Nets
+10,0-0,0,0,0,0-0,0-0,0,D.  James,0,0,0,SF,0,0,0,"February 11, 2012",320211017,0,Nets
-14,1-3,0,0,3,1-9,0-0,30,S.  Williams,3,2,3,SF,6,1,0,"February 11, 2012",320211017,0,Nets
+1,0-0,0,1,0,0-2,2-2,6,J.  Williams,1,0,2,C,1,1,0,"February 11, 2012",320211017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Okur,0,0,0,C,0,0,0,"February 11, 2012",320211017,0,Nets
-2,0-0,0,1,3,0-1,0-0,16,S.  Williams,2,1,0,C,5,1,1,"February 11, 2012",320211017,0,Nets
+10,0-0,0,0,0,0-0,0-0,0,B.  Lopez,0,0,0,C,0,0,0,"February 11, 2012",320211017,0,Nets
-7,0-0,1,0,0,3-6,0-0,10,S.  Gaines,1,0,6,PG,1,1,0,"February 11, 2012",320211017,0,Nets
-5,2-6,7,0,5,5-10,0-0,31,J.  Farmar,1,1,12,PG,6,0,0,"February 11, 2012",320211017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,D.  Stevenson,0,0,0,SG,0,0,0,"February 11, 2012",320211017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,K.  Bogans,0,0,0,SG,0,0,0,"February 11, 2012",320211017,0,Nets
+29,0-0,1,2,12,10-13,0-1,38,M.  Speights,6,4,20,PF,18,0,0,"February 15, 2012",320215017,1,Grizzlies
+11,3-3,2,0,3,8-15,6-6,40,R.  Gay,3,1,25,SF,6,1,1,"February 15, 2012",320215017,1,Grizzlies
+6,0-1,3,0,3,6-15,0-0,38,M.  Gasol,4,2,12,C,7,0,1,"February 15, 2012",320215017,1,Grizzlies
+24,1-3,10,0,0,5-11,5-5,38,M.  Conley,0,3,16,PG,0,4,0,"February 15, 2012",320215017,1,Grizzlies
+9,1-2,3,1,3,8-15,4-5,39,T.  Allen,1,4,21,SG,4,5,5,"February 15, 2012",320215017,1,Grizzlies
-4,0-0,0,0,0,0-0,0-0,0,D.  Arthur,0,0,0,PF,0,0,0,"February 15, 2012",320215017,0,Grizzlies
-3,0-0,0,0,0,0-0,0-0,0,Z.  Randolph,0,0,0,PF,0,0,0,"February 15, 2012",320215017,0,Grizzlies
-25,0-0,0,1,1,2-5,1-1,20,D.  Cunningham,3,0,5,SF,4,0,0,"February 15, 2012",320215017,0,Grizzlies
+0,0-0,0,0,0,0-0,0-0,0,S.  Young,0,0,0,SF,0,0,0,"February 15, 2012",320215017,0,Grizzlies
+0,0-0,0,0,0,0-0,0-0,0,H.  Haddadi,0,0,0,C,0,0,0,"February 15, 2012",320215017,0,Grizzlies
+0,0-0,0,0,0,0-0,0-0,0,J.  Selby,0,0,0,PG,0,0,0,"February 15, 2012",320215017,0,Grizzlies
-13,0-0,0,0,0,0-2,0-0,5,J.  Pargo,0,1,0,PG,0,0,3,"February 15, 2012",320215017,0,Grizzlies
-4,0-0,1,0,0,0-0,0-0,4,Q.  Pondexter,0,1,0,SG,0,0,0,"February 15, 2012",320215017,0,Grizzlies
-12,1-6,3,0,0,2-12,1-2,19,O.J. ,2,2,6,SG,2,2,1,"February 15, 2012",320215017,0,Grizzlies
-3,0-0,2,0,6,3-4,4-4,36,K.  Humphries,1,5,10,PF,7,0,2,"February 15, 2012",320215017,1,Nets
-20,0-0,0,3,5,4-9,2-2,36,S.  Williams,7,2,10,C,12,0,1,"February 15, 2012",320215017,1,Nets
-3,4-10,11,1,1,9-18,4-4,37,D.  Williams,0,2,26,PG,1,2,4,"February 15, 2012",320215017,1,Nets
-3,0-3,2,0,3,0-5,0-0,18,D.  Stevenson,0,2,0,SG,3,1,1,"February 15, 2012",320215017,1,Nets
-12,2-3,3,1,1,5-9,0-0,30,M.  Brooks,2,2,12,SG,3,2,6,"February 15, 2012",320215017,1,Nets
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,SF,0,0,0,"February 15, 2012",320215017,0,Nets
-4,0-0,0,0,0,0-0,0-0,0,D.  James,0,0,0,SF,0,0,0,"February 15, 2012",320215017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,J.  Williams,0,0,0,C,0,0,0,"February 15, 2012",320215017,0,Nets
-4,0-0,0,0,0,0-0,0-0,0,B.  Lopez,0,0,0,C,0,0,0,"February 15, 2012",320215017,0,Nets
+15,0-0,0,1,4,4-6,2-2,23,J.  Petro,0,1,10,C,4,1,1,"February 15, 2012",320215017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Okur,0,0,0,C,0,0,0,"February 15, 2012",320215017,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,J.  Farmar,0,0,0,PG,0,0,0,"February 15, 2012",320215017,0,Nets
+7,2-2,7,1,1,4-6,1-1,16,S.  Gaines,0,0,11,PG,1,1,1,"February 15, 2012",320215017,0,Nets
-1,3-8,3,0,3,7-12,0-0,29,A.  Morrow,0,2,17,SG,3,0,3,"February 15, 2012",320215017,0,Nets
-5,0-1,0,1,1,1-3,2-2,15,A.  Emmett,0,0,4,SG,1,0,0,"February 15, 2012",320215017,0,Nets
+6,0-0,3,3,6,11-14,2-2,38,K.  Humphries,4,4,24,PF,10,0,2,"February 16, 2012",320216011,1,Nets
-7,0-0,1,3,4,3-6,2-2,34,S.  Williams,5,3,8,C,9,0,0,"February 16, 2012",320216011,1,Nets
+2,1-3,4,0,6,10-24,8-9,42,D.  Williams,0,4,29,PG,6,0,6,"February 16, 2012",320216011,1,Nets
-4,0-3,0,0,1,0-3,0-0,25,D.  Stevenson,0,2,0,SG,1,1,1,"February 16, 2012",320216011,1,Nets
+2,1-6,4,0,4,6-16,1-1,36,M.  Brooks,1,4,14,SG,5,0,4,"February 16, 2012",320216011,1,Nets
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,SF,0,0,0,"February 16, 2012",320216011,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,D.  James,0,0,0,SF,0,0,0,"February 16, 2012",320216011,0,Nets
+0,0-0,0,1,2,0-0,0-0,7,J.  Williams,0,0,0,C,2,0,0,"February 16, 2012",320216011,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,B.  Lopez,0,0,0,C,0,0,0,"February 16, 2012",320216011,0,Nets
-9,0-0,0,1,2,1-3,0-0,17,J.  Petro,0,3,2,C,2,0,1,"February 16, 2012",320216011,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Okur,0,0,0,C,0,0,0,"February 16, 2012",320216011,0,Nets
-9,0-0,0,0,0,0-0,0-0,2,J.  Farmar,0,0,0,PG,0,0,0,"February 16, 2012",320216011,0,Nets
+2,0-0,0,0,1,0-0,0-0,4,S.  Gaines,0,0,0,PG,1,0,0,"February 16, 2012",320216011,0,Nets
-9,2-5,1,0,2,3-8,0-0,23,A.  Morrow,0,2,8,SG,2,1,3,"February 16, 2012",320216011,0,Nets
+1,0-0,0,0,1,1-1,1-2,11,A.  Emmett,0,1,3,SG,1,1,2,"February 16, 2012",320216011,0,Nets
-9,0-0,1,1,2,6-16,4-6,34,D.  West,4,3,16,PF,6,0,1,"February 16, 2012",320216011,1,Pacers
+3,4-7,1,1,2,10-20,8-9,42,D.  Granger,3,1,32,SF,5,1,2,"February 16, 2012",320216011,1,Pacers
+0,1-5,5,2,5,4-8,2-2,38,P.  George,0,4,11,SF,5,4,2,"February 16, 2012",320216011,1,Pacers
-1,0-0,1,1,8,5-11,3-4,27,R.  Hibbert,3,2,13,C,11,0,4,"February 16, 2012",320216011,1,Pacers
-1,1-2,2,2,0,2-8,0-0,26,D.  Collison,2,2,5,PG,2,1,1,"February 16, 2012",320216011,1,Pacers
+11,0-0,2,0,2,1-5,2-2,17,T.  Hansbrough,1,2,4,PF,3,0,1,"February 16, 2012",320216011,0,Pacers
+0,0-0,0,0,0,0-0,0-0,0,L.  Amundson,0,0,0,PF,0,0,0,"February 16, 2012",320216011,0,Pacers
+9,0-0,0,0,2,1-1,2-2,18,J.  Foster,2,2,4,PF,4,0,0,"February 16, 2012",320216011,0,Pacers
+0,0-0,0,0,0,0-0,0-0,0,J.  Ayres,0,0,0,sF,0,0,0,"February 16, 2012",320216011,0,Pacers
+0,0-0,0,0,0,0-0,0-0,0,G.  Hill,0,0,0,PG,0,0,0,"February 16, 2012",320216011,0,Pacers
+6,1-4,3,0,1,3-6,1-1,22,A.J. ,0,1,8,PG,1,2,1,"February 16, 2012",320216011,0,Pacers
-2,0-1,0,0,0,0-1,0-0,4,L.  Stephenson,0,1,0,SG,0,0,0,"February 16, 2012",320216011,0,Pacers
+9,0-0,1,0,2,0-5,0-0,13,D.  Jones,1,2,0,SG,3,1,0,"February 16, 2012",320216011,0,Pacers
+19,0-0,5,2,11,10-15,4-6,45,K.  Humphries,7,2,24,PF,18,1,2,"February 18, 2012",320218004,1,Nets
+16,0-0,1,1,10,2-7,4-4,36,S.  Williams,4,3,8,C,14,3,2,"February 18, 2012",320218004,1,Nets
+19,5-9,8,2,2,9-26,6-7,42,D.  Williams,0,1,29,PG,2,1,2,"February 18, 2012",320218004,1,Nets
+6,2-5,1,0,6,2-5,0-0,33,D.  Stevenson,1,2,6,SG,7,1,0,"February 18, 2012",320218004,1,Nets
+17,2-6,3,1,3,7-19,3-4,42,M.  Brooks,2,4,19,SG,5,1,1,"February 18, 2012",320218004,1,Nets
-2,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,SF,0,0,0,"February 18, 2012",320218004,0,Nets
+8,0-0,0,0,0,0-0,0-0,0,D.  James,0,0,0,SF,0,0,0,"February 18, 2012",320218004,0,Nets
-6,0-0,0,0,0,0-0,0-0,2,J.  Williams,0,0,0,C,0,0,0,"February 18, 2012",320218004,0,Nets
+8,0-0,0,0,0,0-0,0-0,0,B.  Lopez,0,0,0,C,0,0,0,"February 18, 2012",320218004,0,Nets
-2,0-0,0,0,2,1-4,0-0,12,J.  Petro,2,1,2,C,4,0,0,"February 18, 2012",320218004,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,M.  Okur,0,0,0,C,0,0,0,"February 18, 2012",320218004,0,Nets
+2,1-1,0,0,0,1-3,1-1,10,J.  Farmar,0,1,4,PG,0,0,1,"February 18, 2012",320218004,0,Nets
-9,0-0,0,0,0,1-2,1-3,4,S.  Gaines,0,0,3,PG,0,0,0,"February 18, 2012",320218004,0,Nets
+2,0-1,1,0,0,1-4,0-0,14,A.  Morrow,0,3,2,SG,0,1,1,"February 18, 2012",320218004,0,Nets
-4,0-0,0,0,0,0-0,0-0,1,A.  Emmett,0,0,0,SG,0,0,0,"February 18, 2012",320218004,0,Nets
-15,0-0,2,1,8,7-12,2-4,35,C.  Boozer,1,3,16,PF,9,2,3,"February 18, 2012",320218004,1,Bulls
-12,0-1,1,0,1,2-5,1-2,28,R.  Brewer,0,2,5,SF,1,0,2,"February 18, 2012",320218004,1,Bulls
-20,1-3,2,0,6,5-15,3-5,35,L.  Deng,2,1,14,SF,8,1,2,"February 18, 2012",320218004,1,Bulls
-22,0-0,0,2,3,0-3,0-2,21,J.  Noah,3,2,0,C,6,0,1,"February 18, 2012",320218004,1,Bulls
-19,0-3,2,0,1,3-9,4-4,26,C.J. ,0,1,10,PG,1,1,3,"February 18, 2012",320218004,1,Bulls
+8,0-0,1,1,3,6-11,2-5,19,T.  Gibson,6,3,14,PF,9,2,0,"February 18, 2012",320218004,0,Bulls
+0,0-0,0,0,0,0-0,0-0,0,B.  Scalabrine,0,0,0,PF,0,0,0,"February 18, 2012",320218004,0,Bulls
+4,0-0,0,1,5,0-5,0-0,13,O.  Asik,3,1,0,C,8,0,1,"February 18, 2012",320218004,0,Bulls
+0,0-1,1,0,0,1-3,0-0,14,J.  Lucas III,0,2,2,PG,0,0,0,"February 18, 2012",320218004,0,Bulls
+0,0-0,0,0,0,0-0,0-0,0,D.  Rose,0,0,0,PG,0,0,0,"February 18, 2012",320218004,0,Bulls
+10,1-2,7,0,2,6-13,3-3,23,M.  James,1,6,16,PG,3,0,0,"February 18, 2012",320218004,0,Bulls
+2,0-0,0,0,0,1-2,1-2,5,J.  Butler,2,0,3,SG,2,0,0,"February 18, 2012",320218004,0,Bulls
+4,1-3,1,0,3,2-6,0-0,21,K.  Korver,0,2,5,SG,3,1,0,"February 18, 2012",320218004,0,Bulls
+0,0-0,0,0,0,0-0,0-0,0,R.  Hamilton,0,0,0,SG,0,0,0,"February 18, 2012",320218004,0,Bulls
+7,2-4,0,1,12,11-23,5-6,36,E.  Ilyasova,13,6,29,PF,25,1,1,"February 19, 2012",320219017,1,Bucks
+9,0-1,1,0,0,3-5,0-0,18,J.  Leuer,2,4,6,PF,2,0,0,"February 19, 2012",320219017,1,Bucks
+10,0-0,6,1,2,1-9,8-9,34,S.  Livingston,1,4,10,PG,3,0,1,"February 19, 2012",320219017,1,Bucks
+11,2-4,4,1,5,6-15,3-3,34,B.  Jennings,2,0,17,PG,7,1,2,"February 19, 2012",320219017,1,Bucks
+14,3-7,4,0,4,4-10,0-0,33,C.  Delfino,0,1,11,SG,4,2,5,"February 19, 2012",320219017,1,Bucks
-1,0-0,0,0,0,0-0,0-0,4,L.  Sanders,0,2,0,PF,0,0,0,"February 19, 2012",320219017,0,Bucks
-1,0-0,0,0,6,5-9,2-4,29,L.  Mbah a Moute,2,1,12,PF,8,2,4,"February 19, 2012",320219017,0,Bucks
+0,0-0,0,0,1,0-2,1-2,10,J.  Brockman,1,1,1,PF,2,0,0,"February 19, 2012",320219017,0,Bucks
+0,0-0,0,0,0,0-0,0-0,0,D.  Gooden,0,0,0,PF,0,0,0,"February 19, 2012",320219017,0,Bucks
+0,0-0,0,0,0,0-0,0-0,0,T.  Harris,0,0,0,SF,0,0,0,"February 19, 2012",320219017,0,Bucks
-2,0-1,0,0,2,1-4,0-0,8,S.  Jackson,0,1,2,SF,2,0,0,"February 19, 2012",320219017,0,Bucks
+5,0-0,0,0,0,0-0,0-0,0,A.  Bogut,0,0,0,C,0,0,0,"February 19, 2012",320219017,0,Bucks
-3,0-1,1,0,0,1-5,0-0,17,B.  Udrih,0,1,2,PG,0,0,3,"February 19, 2012",320219017,0,Bucks
-9,0-1,0,0,0,1-4,0-0,17,M.  Dunleavy,0,2,2,SG,0,0,1,"February 19, 2012",320219017,0,Bucks
-8,0-0,1,0,6,5-11,3-4,31,K.  Humphries,2,5,13,PF,8,1,4,"February 19, 2012",320219017,1,Nets
-4,0-0,2,1,1,2-7,5-11,22,B.  Lopez,1,2,9,C,2,0,0,"February 19, 2012",320219017,1,Nets
-9,3-9,6,1,2,10-24,3-4,37,D.  Williams,1,3,26,PG,3,4,2,"February 19, 2012",320219017,1,Nets
-21,0-3,1,0,5,1-4,0-0,24,D.  Stevenson,0,1,2,SG,5,0,0,"February 19, 2012",320219017,1,Nets
