+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,Pos,REB,STL,TO,date,game_id,starter,team
--,1-7,1,0,6,1-9,0-0,25,M.  Webster,0,2,3,SF,6,2,2,"March 29, 2008",280329022,1,Trail Blazers
--,0-0,0,1,10,2-4,4-4,36,J.  Przybilla,8,4,8,C,18,0,2,"March 29, 2008",280329022,1,Trail Blazers
--,1-5,7,0,1,5-16,0-0,31,S.  Blake,1,1,11,PG,2,0,1,"March 29, 2008",280329022,1,Trail Blazers
--,0-0,0,0,0,0-0,0-0,0,J.  McRoberts,0,0,0,PF,0,0,0,"March 29, 2008",280329022,0,Trail Blazers
--,0-0,0,2,0,1-2,0-0,3,C.  Frye,1,2,2,PF,1,0,2,"March 29, 2008",280329022,0,Trail Blazers
--,0-0,0,0,0,0-0,0-0,0,D.  Miles,0,0,0,SF,0,0,0,"March 29, 2008",280329022,0,Trail Blazers
--,0-0,0,0,0,0-0,0-0,0,G.  Oden,0,0,0,C,0,0,0,"March 29, 2008",280329022,0,Trail Blazers
--,0-0,0,1,1,0-1,0-0,5,R.  LaFrentz,2,3,0,C,3,1,1,"March 29, 2008",280329022,0,Trail Blazers
--,0-1,0,0,0,0-1,1-2,2,S.  Rodriguez,0,0,1,PG,0,0,0,"March 29, 2008",280329022,0,Trail Blazers
--,1-4,3,0,3,4-10,2-4,34,J.  Jack,1,2,11,PG,4,1,4,"March 29, 2008",280329022,0,Trail Blazers
--,0-6,0,1,5,1-7,0-0,25,J.  Jones,1,3,2,SG,6,0,0,"March 29, 2008",280329022,0,Trail Blazers
,,,,,,,Did not play,B.  Roy,,,,SG,,,,"March 29, 2008",280329022,0,Trail Blazers
,,,,,,,Did not play,V.  Wafer,,,,SG,,,,"March 29, 2008",280329022,0,Trail Blazers
--,1-1,5,0,6,9-20,13-16,46,C.  Bosh,2,0,32,PF,8,2,0,"March 31, 2008",280331030,1,Raptors
--,0-0,2,2,8,6-7,3-6,37,J.  Moon,0,3,15,SF,8,1,1,"March 31, 2008",280331030,1,Raptors
--,0-0,1,0,8,6-14,2-2,28,R.  Nesterovic,3,3,14,C,11,0,0,"March 31, 2008",280331030,1,Raptors
--,0-0,7,0,0,6-12,4-6,34,T.J. ,0,2,16,PG,0,1,2,"March 31, 2008",280331030,1,Raptors
--,1-4,5,0,2,8-14,3-4,41,A.  Parker,2,3,20,SG,4,1,3,"March 31, 2008",280331030,1,Raptors
--,0-0,0,0,0,0-1,0-0,2,L.  Johnson,0,0,0,PF,0,0,2,"March 31, 2008",280331030,0,Raptors
--,0-0,0,0,2,0-1,0-0,12,K.  Humphries,0,2,0,PF,2,0,1,"March 31, 2008",280331030,0,Raptors
--,0-0,0,0,0,0-0,0-0,0,J.  Garbajosa,0,0,0,PF,0,0,0,"March 31, 2008",280331030,0,Raptors
--,0-0,0,0,0,0-0,0-0,0,M.  Baston,0,0,0,SF,0,0,0,"March 31, 2008",280331030,0,Raptors
--,0-0,0,0,0,0-0,0-0,0,J.  Graham,0,0,0,SF,0,0,0,"March 31, 2008",280331030,0,Raptors
--,0-1,0,0,2,0-2,0-0,8,A.  Bargnani,0,1,0,C,2,0,0,"March 31, 2008",280331030,0,Raptors
--,0-0,1,0,0,0-2,1-2,18,J.  Calderon,0,3,1,PG,0,0,0,"March 31, 2008",280331030,0,Raptors
--,1-4,0,0,2,2-6,1-1,15,C.  Delfino,2,2,6,SG,4,1,2,"March 31, 2008",280331030,0,Raptors
,,,,,,,Did not play,P.  Brezec,,,,C,,,,"March 31, 2008",280331030,0,Raptors
,,,,,,,Did not play,J.  Kapono,,,,SG,,,,"March 31, 2008",280331030,0,Raptors
--,2-5,3,0,8,7-16,4-4,43,G.  Wallace,0,4,20,SF,8,2,1,"March 31, 2008",280331030,1,Bobcats
--,0-0,0,0,4,2-5,0-0,23,N.  Mohammed,1,5,4,C,5,0,2,"March 31, 2008",280331030,1,Bobcats
--,0-0,2,4,9,9-14,0-2,36,E.  Okafor,3,3,18,C,12,2,2,"March 31, 2008",280331030,1,Bobcats
--,0-2,10,0,1,2-10,6-6,31,R.  Felton,1,4,10,PG,2,1,3,"March 31, 2008",280331030,1,Bobcats
--,4-10,2,0,5,10-17,2-4,38,J.  Richardson,1,4,26,SG,6,3,1,"March 31, 2008",280331030,1,Bobcats
--,0-0,0,0,0,0-0,0-0,0,A.  Morrison,0,0,0,SF,0,0,0,"March 31, 2008",280331030,0,Bobcats
--,1-2,0,1,0,5-8,0-0,28,J.  Dudley,1,1,11,SF,1,1,0,"March 31, 2008",280331030,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,S.  May,0,0,0,C,0,0,0,"March 31, 2008",280331030,0,Bobcats
--,0-0,0,0,0,0-0,0-0,2,R.  Hollins,0,1,0,C,0,0,0,"March 31, 2008",280331030,0,Bobcats
--,0-0,4,0,0,2-6,4-4,21,E.  Boykins,0,2,8,PG,0,0,1,"March 31, 2008",280331030,0,Bobcats
--,1-5,0,0,4,1-8,0-0,18,M.  Carroll,0,2,3,SG,4,0,0,"March 31, 2008",280331030,0,Bobcats
,,,,,,,Did not play,J.  Davidson,,,,PF,,,,"March 31, 2008",280331030,0,Bobcats
,,,,,,,Did not play,O.  Harrington,,,,PF,,,,"March 31, 2008",280331030,0,Bobcats
,,,,,,,Did not play,D.  Anderson,,,,SG,,,,"March 31, 2008",280331030,0,Bobcats
--,1-4,5,2,2,11-19,6-6,31,L.  James,2,6,29,SF,4,3,4,"April 2, 2008",280402030,1,Cavaliers
--,0-0,0,2,6,8-16,0-0,32,Z.  Ilgauskas,6,3,16,C,12,2,1,"April 2, 2008",280402030,1,Cavaliers
--,0-0,3,0,9,8-9,1-6,33,A.  Varejao,3,3,17,C,12,0,0,"April 2, 2008",280402030,1,Cavaliers
--,1-1,7,1,4,3-5,3-6,35,D.  West,1,1,10,SG,5,1,2,"April 2, 2008",280402030,1,Cavaliers
--,1-4,8,0,4,4-14,11-12,41,D.  Brown,1,2,20,SG,5,2,2,"April 2, 2008",280402030,1,Cavaliers
--,0-0,0,0,0,0-1,0-0,1,D.  Jones II,1,0,0,PF,1,0,0,"April 2, 2008",280402030,0,Cavaliers
--,0-0,0,1,2,6-8,1-2,25,J.  Smith,1,4,13,PF,3,1,1,"April 2, 2008",280402030,0,Cavaliers
--,0-0,0,0,0,0-0,0-0,0,B.  Wallace,0,0,0,PF,0,0,0,"April 2, 2008",280402030,0,Cavaliers
--,0-0,0,0,0,0-0,0-0,0,E.  Snow,0,0,0,PG,0,0,0,"April 2, 2008",280402030,0,Cavaliers
--,0-4,3,0,0,1-7,0-0,19,D.  Gibson,2,2,2,SG,2,1,0,"April 2, 2008",280402030,0,Cavaliers
--,0-0,2,1,3,5-8,1-2,22,W.  Szczerbiak,0,2,11,SG,3,0,0,"April 2, 2008",280402030,0,Cavaliers
,,,,,,,Did not play,L.  Allred,,,,C,,,,"April 2, 2008",280402030,0,Cavaliers
,,,,,,,Did not play,D.  Jones,,,,PG,,,,"April 2, 2008",280402030,0,Cavaliers
,,,,,,,Did not play,S.  Pavlovic,,,,SG,,,,"April 2, 2008",280402030,0,Cavaliers
--,0-1,2,0,6,7-15,7-9,43,G.  Wallace,1,2,21,SF,7,2,3,"April 2, 2008",280402030,1,Bobcats
--,0-0,0,0,1,3-4,0-0,27,J.  Dudley,1,1,6,SF,2,0,1,"April 2, 2008",280402030,1,Bobcats
--,0-0,2,1,7,9-14,7-9,38,E.  Okafor,2,6,25,C,9,0,3,"April 2, 2008",280402030,1,Bobcats
--,0-2,9,0,4,3-13,3-5,42,R.  Felton,1,4,9,PG,5,2,1,"April 2, 2008",280402030,1,Bobcats
--,4-8,7,1,3,13-22,1-3,41,J.  Richardson,3,4,31,SG,6,2,4,"April 2, 2008",280402030,1,Bobcats
--,0-0,0,0,0,0-0,0-0,0,A.  Morrison,0,0,0,SF,0,0,0,"April 2, 2008",280402030,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,S.  May,0,0,0,C,0,0,0,"April 2, 2008",280402030,0,Bobcats
--,0-0,0,0,0,0-0,0-0,3,R.  Hollins,1,0,0,C,1,0,0,"April 2, 2008",280402030,0,Bobcats
--,0-0,3,2,4,5-7,1-2,25,N.  Mohammed,3,3,11,C,7,0,2,"April 2, 2008",280402030,0,Bobcats
--,0-0,2,0,0,1-1,4-4,6,E.  Boykins,0,0,6,PG,0,0,0,"April 2, 2008",280402030,0,Bobcats
--,1-3,1,0,1,2-5,0-0,16,M.  Carroll,0,2,5,SG,1,1,0,"April 2, 2008",280402030,0,Bobcats
,,,,,,,Did not play,J.  Davidson,,,,PF,,,,"April 2, 2008",280402030,0,Bobcats
,,,,,,,Did not play,O.  Harrington,,,,PF,,,,"April 2, 2008",280402030,0,Bobcats
,,,,,,,Did not play,D.  Anderson,,,,SG,,,,"April 2, 2008",280402030,0,Bobcats
--,0-0,3,0,3,4-8,0-0,20,J.  Davidson,0,3,8,PF,3,1,1,"April 4, 2008",280404028,1,Bobcats
--,1-2,2,1,2,2-7,0-0,20,G.  Wallace,0,0,5,SF,2,1,2,"April 4, 2008",280404028,1,Bobcats
--,0-0,0,2,12,5-6,5-8,38,E.  Okafor,1,3,15,C,13,2,2,"April 4, 2008",280404028,1,Bobcats
--,3-5,7,0,5,7-17,4-4,39,R.  Felton,1,1,21,PG,6,0,4,"April 4, 2008",280404028,1,Bobcats
--,4-7,6,1,6,10-18,3-4,44,J.  Richardson,1,3,27,SG,7,2,1,"April 4, 2008",280404028,1,Bobcats
--,0-2,0,0,3,4-9,2-2,18,J.  Dudley,0,4,10,SF,3,0,0,"April 4, 2008",280404028,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,A.  Morrison,0,0,0,SF,0,0,0,"April 4, 2008",280404028,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,S.  May,0,0,0,C,0,0,0,"April 4, 2008",280404028,0,Bobcats
--,0-0,0,0,2,5-7,1-2,20,N.  Mohammed,4,2,11,C,6,0,1,"April 4, 2008",280404028,0,Bobcats
--,0-3,8,0,1,2-8,2-3,25,E.  Boykins,0,0,6,PG,1,1,0,"April 4, 2008",280404028,0,Bobcats
--,0-1,1,0,2,0-3,2-2,16,M.  Carroll,0,1,2,SG,2,0,0,"April 4, 2008",280404028,0,Bobcats
,,,,,,,Did not play,O.  Harrington,,,,PF,,,,"April 4, 2008",280404028,0,Bobcats
,,,,,,,Did not play,R.  Hollins,,,,C,,,,"April 4, 2008",280404028,0,Bobcats
,,,,,,,Did not play,D.  Anderson,,,,SG,,,,"April 4, 2008",280404028,0,Bobcats
--,1-2,4,0,7,9-21,4-6,41,C.  Bosh,1,4,23,PF,8,0,5,"April 4, 2008",280404028,1,Raptors
--,2-3,1,3,4,7-9,0-0,30,J.  Moon,1,2,16,SF,5,2,1,"April 4, 2008",280404028,1,Raptors
--,0-0,0,0,5,9-17,5-5,36,R.  Nesterovic,5,4,23,C,10,0,1,"April 4, 2008",280404028,1,Raptors
--,0-0,14,0,2,3-6,0-0,30,T.J. ,1,4,6,PG,3,2,3,"April 4, 2008",280404028,1,Raptors
--,1-6,1,0,6,5-16,3-3,35,A.  Parker,1,1,14,SG,7,2,0,"April 4, 2008",280404028,1,Raptors
--,0-0,0,0,0,0-0,0-0,0,J.  Garbajosa,0,0,0,PF,0,0,0,"April 4, 2008",280404028,0,Raptors
--,0-0,0,0,0,0-0,0-0,0,M.  Baston,0,0,0,SF,0,0,0,"April 4, 2008",280404028,0,Raptors
--,0-0,0,0,0,0-0,0-0,0,J.  Graham,0,0,0,SF,0,0,0,"April 4, 2008",280404028,0,Raptors
--,0-4,1,0,3,4-8,2-2,18,A.  Bargnani,0,3,10,C,3,0,1,"April 4, 2008",280404028,0,Raptors
--,0-0,7,0,2,4-6,0-0,25,J.  Calderon,0,3,8,PG,2,0,0,"April 4, 2008",280404028,0,Raptors
--,0-2,1,0,5,0-6,0-0,17,C.  Delfino,1,0,0,SG,6,0,1,"April 4, 2008",280404028,0,Raptors
--,0-0,0,0,1,0-1,0-0,9,J.  Kapono,0,0,0,SG,1,0,0,"April 4, 2008",280404028,0,Raptors
,,,,,,,Did not play,L.  Johnson,,,,PF,,,,"April 4, 2008",280404028,0,Raptors
,,,,,,,Did not play,K.  Humphries,,,,PF,,,,"April 4, 2008",280404028,0,Raptors
,,,,,,,Did not play,P.  Brezec,,,,C,,,,"April 4, 2008",280404028,0,Raptors
--,0-2,3,0,3,10-20,4-4,38,R.  Gomes,2,3,24,SF,5,0,0,"April 8, 2008",280408030,1,Timberwolves
--,0-0,1,1,5,18-25,4-5,37,A.  Jefferson,5,3,40,C,10,0,4,"April 8, 2008",280408030,1,Timberwolves
--,0-3,2,1,0,1-6,2-2,29,M.  Jaric,0,0,4,PG,0,2,1,"April 8, 2008",280408030,1,Timberwolves
--,1-5,7,0,2,8-17,2-2,40,R.  Foye,4,3,19,SG,6,1,2,"April 8, 2008",280408030,1,Timberwolves
--,0-0,1,0,1,0-3,0-0,17,C.  Brewer,1,1,0,SG,2,1,0,"April 8, 2008",280408030,1,Timberwolves
--,0-0,1,0,3,1-1,1-2,11,C.  Richard,2,3,3,PF,5,0,2,"April 8, 2008",280408030,0,Timberwolves
--,0-0,2,0,4,6-12,0-0,29,C.  Smith,0,4,12,PF,4,1,1,"April 8, 2008",280408030,0,Timberwolves
--,0-0,0,0,0,0-0,0-0,0,A.  Walker,0,0,0,PF,0,0,0,"April 8, 2008",280408030,0,Timberwolves
--,0-0,0,0,0,0-0,0-0,0,S.  Telfair,0,0,0,PG,0,0,0,"April 8, 2008",280408030,0,Timberwolves
--,0-1,0,0,0,0-1,0-0,3,R.  McCants,0,2,0,SG,0,0,0,"April 8, 2008",280408030,0,Timberwolves
--,1-1,1,0,2,1-3,1-1,5,K.  Snyder,0,1,4,SG,2,0,0,"April 8, 2008",280408030,0,Timberwolves
--,3-4,3,0,3,5-9,0-0,31,G.  Buckner,1,3,13,SG,4,2,1,"April 8, 2008",280408030,0,Timberwolves
,,,,,,,Did not play,M.  Madsen,,,,PF,,,,"April 8, 2008",280408030,0,Timberwolves
,,,,,,,Did not play,M.  Doleac,,,,C,,,,"April 8, 2008",280408030,0,Timberwolves
--,0-0,2,1,6,8-11,4-6,36,E.  Okafor,1,0,20,C,7,0,3,"April 8, 2008",280408030,1,Bobcats
--,0-0,4,0,6,8-10,1-1,33,N.  Mohammed,2,4,17,C,8,1,2,"April 8, 2008",280408030,1,Bobcats
--,1-3,11,0,2,5-11,4-6,35,R.  Felton,0,0,15,PG,2,1,5,"April 8, 2008",280408030,1,Bobcats
--,2-3,1,1,3,7-8,6-8,39,M.  Carroll,0,1,22,SG,3,2,2,"April 8, 2008",280408030,1,Bobcats
--,5-8,4,0,4,11-21,9-12,45,J.  Richardson,1,3,36,SG,5,0,0,"April 8, 2008",280408030,1,Bobcats
--,0-0,2,0,0,0-0,0-0,3,J.  Davidson,0,0,0,PF,0,0,0,"April 8, 2008",280408030,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,A.  Morrison,0,0,0,SF,0,0,0,"April 8, 2008",280408030,0,Bobcats
--,0-0,2,1,1,3-5,2-2,27,J.  Dudley,1,0,8,SF,2,0,0,"April 8, 2008",280408030,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,S.  May,0,0,0,C,0,0,0,"April 8, 2008",280408030,0,Bobcats
--,0-0,0,1,2,0-0,0-0,5,R.  Hollins,0,1,0,C,2,0,0,"April 8, 2008",280408030,0,Bobcats
--,1-2,3,0,1,1-3,0-0,16,E.  Boykins,0,1,3,PG,1,0,3,"April 8, 2008",280408030,0,Bobcats
,,,,,,,Did not play,O.  Harrington,,,,PF,,,,"April 8, 2008",280408030,0,Bobcats
,,,,,,,Did not play,G.  Wallace,,,,SF,,,,"April 8, 2008",280408030,0,Bobcats
,,,,,,,Did not play,D.  Anderson,,,,SG,,,,"April 8, 2008",280408030,0,Bobcats
--,0-0,0,2,3,11-19,2-5,33,E.  Okafor,5,1,24,C,8,0,0,"April 9, 2008",280409018,1,Bobcats
--,0-0,1,0,5,1-5,1-2,19,N.  Mohammed,1,2,3,C,6,1,3,"April 9, 2008",280409018,1,Bobcats
--,0-1,8,0,5,10-16,4-5,41,R.  Felton,1,2,24,PG,6,1,4,"April 9, 2008",280409018,1,Bobcats
--,3-7,1,1,6,6-13,2-2,40,M.  Carroll,0,4,17,SG,6,0,2,"April 9, 2008",280409018,1,Bobcats
--,4-11,4,1,6,8-20,5-8,42,J.  Richardson,4,0,25,SG,10,0,1,"April 9, 2008",280409018,1,Bobcats
--,0-0,0,2,1,2-4,2-2,10,J.  Davidson,1,0,6,PF,2,0,0,"April 9, 2008",280409018,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,A.  Morrison,0,0,0,SF,0,0,0,"April 9, 2008",280409018,0,Bobcats
--,0-1,3,0,5,0-1,1-2,28,J.  Dudley,0,3,1,SF,5,1,1,"April 9, 2008",280409018,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,S.  May,0,0,0,C,0,0,0,"April 9, 2008",280409018,0,Bobcats
--,0-0,0,0,0,1-1,0-0,9,R.  Hollins,1,0,2,C,1,0,0,"April 9, 2008",280409018,0,Bobcats
--,1-2,1,0,0,2-5,0-0,19,E.  Boykins,0,1,5,PG,0,2,1,"April 9, 2008",280409018,0,Bobcats
,,,,,,,Did not play,O.  Harrington,,,,PF,,,,"April 9, 2008",280409018,0,Bobcats
,,,,,,,Did not play,G.  Wallace,,,,SF,,,,"April 9, 2008",280409018,0,Bobcats
,,,,,,,Did not play,D.  Anderson,,,,SG,,,,"April 9, 2008",280409018,0,Bobcats
--,0-0,1,0,5,3-8,0-0,30,D.  Lee,6,0,6,PF,11,0,2,"April 9, 2008",280409018,1,Knicks
--,1-4,3,0,7,6-13,0-0,26,Z.  Randolph,4,1,13,PF,11,1,1,"April 9, 2008",280409018,1,Knicks
--,0-0,1,0,3,3-8,0-0,24,J.  Jeffries,1,1,6,PF,4,1,3,"April 9, 2008",280409018,1,Knicks
--,0-1,1,0,0,5-14,2-2,29,Q.  Richardson,1,2,12,SF,1,0,2,"April 9, 2008",280409018,1,Knicks
--,2-6,3,0,3,7-14,2-2,28,J.  Crawford,1,2,18,SG,4,1,1,"April 9, 2008",280409018,1,Knicks
--,0-0,0,0,2,2-3,0-0,8,M.  Rose,1,1,4,PF,3,0,0,"April 9, 2008",280409018,0,Knicks
--,0-0,4,0,5,3-6,0-0,18,R.  Balkman,2,5,6,SF,7,0,1,"April 9, 2008",280409018,0,Knicks
--,0-1,1,0,5,4-7,4-5,24,W.  Chandler,1,3,12,SF,6,1,0,"April 9, 2008",280409018,0,Knicks
--,0-0,0,0,0,0-0,0-0,0,E.  Curry,0,0,0,C,0,0,0,"April 9, 2008",280409018,0,Knicks
--,0-0,0,0,0,0-0,0-0,0,J.  James,0,0,0,C,0,0,0,"April 9, 2008",280409018,0,Knicks
--,1-4,2,0,0,5-11,0-0,20,N.  Robinson,2,0,11,PG,2,1,0,"April 9, 2008",280409018,0,Knicks
--,0-0,1,0,1,3-5,0-0,15,M.  Collins,0,2,6,PG,1,0,1,"April 9, 2008",280409018,0,Knicks
--,0-0,0,0,0,0-0,0-0,0,S.  Marbury,0,0,0,PG,0,0,0,"April 9, 2008",280409018,0,Knicks
--,5-5,1,0,1,5-8,0-0,19,F.  Jones,0,1,15,SG,1,0,2,"April 9, 2008",280409018,0,Knicks
,,,,,,,Did not play,R.  Morris,,,,C,,,,"April 9, 2008",280409018,0,Knicks
--,0-0,2,0,6,6-13,7-7,42,J.  Dudley,2,4,19,SF,8,0,1,"April 12, 2008",280412011,1,Bobcats
--,0-0,1,1,12,4-8,6-13,26,E.  Okafor,6,4,14,C,18,0,3,"April 12, 2008",280412011,1,Bobcats
--,1-3,12,0,3,7-16,3-4,42,R.  Felton,2,3,18,PG,5,1,3,"April 12, 2008",280412011,1,Bobcats
--,1-3,0,0,4,3-9,1-2,36,M.  Carroll,0,3,8,SG,4,1,0,"April 12, 2008",280412011,1,Bobcats
--,2-6,2,1,4,6-18,12-13,40,J.  Richardson,1,2,26,SG,5,3,2,"April 12, 2008",280412011,1,Bobcats
--,0-0,0,0,0,0-0,0-0,0,A.  Morrison,0,0,0,SF,0,0,0,"April 12, 2008",280412011,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,S.  May,0,0,0,C,0,0,0,"April 12, 2008",280412011,0,Bobcats
--,0-0,0,1,2,1-3,0-0,14,R.  Hollins,1,1,2,C,3,1,1,"April 12, 2008",280412011,0,Bobcats
--,0-0,0,2,5,6-13,4-4,26,N.  Mohammed,8,5,16,C,13,1,1,"April 12, 2008",280412011,0,Bobcats
--,0-1,1,0,3,2-4,0-0,14,E.  Boykins,0,0,4,PG,3,0,3,"April 12, 2008",280412011,0,Bobcats
,,,,,,,Did not play,J.  Davidson,,,,PF,,,,"April 12, 2008",280412011,0,Bobcats
,,,,,,,Did not play,O.  Harrington,,,,PF,,,,"April 12, 2008",280412011,0,Bobcats
,,,,,,,Did not play,G.  Wallace,,,,SF,,,,"April 12, 2008",280412011,0,Bobcats
,,,,,,,Did not play,D.  Anderson,,,,SG,,,,"April 12, 2008",280412011,0,Bobcats
--,0-0,2,1,6,5-7,0-0,29,J.  Foster,3,3,10,PF,9,0,0,"April 12, 2008",280412011,1,Pacers
--,0-2,0,1,7,0-2,0-0,30,T.  Murphy,1,1,0,PF,8,0,1,"April 12, 2008",280412011,1,Pacers
--,6-13,2,1,4,12-24,7-8,36,D.  Granger,1,5,37,SF,5,2,1,"April 12, 2008",280412011,1,Pacers
--,0-2,4,0,2,4-9,1-2,21,R.  Murray,1,2,9,SG,3,0,3,"April 12, 2008",280412011,1,Pacers
--,3-10,7,0,1,8-23,3-5,41,M.  Dunleavy,2,4,22,SG,3,0,1,"April 12, 2008",280412011,1,Pacers
--,0-0,0,0,0,0-0,0-0,0,S.  Graham,0,0,0,SF,0,0,0,"April 12, 2008",280412011,0,Pacers
--,0-0,0,0,0,1-1,0-0,3,S.  Williams,0,1,2,SF,0,0,0,"April 12, 2008",280412011,0,Pacers
--,0-1,0,3,5,2-6,3-4,20,J.  O'Neal,0,2,7,C,5,1,2,"April 12, 2008",280412011,0,Pacers
--,3-7,6,0,3,3-9,1-2,27,T.  Diener,2,5,10,PG,5,2,0,"April 12, 2008",280412011,0,Pacers
--,0-0,0,0,0,0-0,0-0,0,J.  Tinsley,0,0,0,PG,0,0,0,"April 12, 2008",280412011,0,Pacers
--,0-1,1,0,2,0-1,0-0,9,K.  Rush,0,1,0,SG,2,0,0,"April 12, 2008",280412011,0,Pacers
--,0-0,0,0,0,0-0,0-0,0,A.  Owens,0,0,0,SG,0,0,0,"April 12, 2008",280412011,0,Pacers
--,1-3,3,0,2,2-9,1-4,24,M.  Daniels,1,3,6,SG,3,0,3,"April 12, 2008",280412011,0,Pacers
,,,,,,,Did not play,I.  Diogu,,,,PF,,,,"April 12, 2008",280412011,0,Pacers
,,,,,,,Did not play,D.  Harrison,,,,C,,,,"April 12, 2008",280412011,0,Pacers
--,4-10,3,0,2,10-21,0-0,36,A.  Iguodala,4,1,24,SF,6,4,2,"April 16, 2008",280416030,1,76ers
--,0-0,0,0,2,2-4,0-0,16,S.  Dalembert,5,2,4,C,7,0,0,"April 16, 2008",280416030,1,76ers
--,0-0,0,0,2,0-2,0-2,13,R.  Evans,2,1,0,C,4,0,0,"April 16, 2008",280416030,1,76ers
--,0-0,8,0,2,2-5,0-0,24,A.  Miller,0,4,4,PG,2,2,1,"April 16, 2008",280416030,1,76ers
--,2-4,7,0,0,11-21,3-3,36,W.  Green,1,1,27,SG,1,1,1,"April 16, 2008",280416030,1,76ers
--,0-0,0,1,0,1-4,0-0,7,S.  Randolph,1,2,2,PF,1,0,0,"April 16, 2008",280416030,0,76ers
--,0-0,0,0,1,0-1,0-0,5,L.  Amundson,0,3,0,PF,1,0,0,"April 16, 2008",280416030,0,76ers
--,0-0,0,0,5,2-8,1-4,27,J.  Smith,4,6,5,PF,9,0,0,"April 16, 2008",280416030,0,76ers
--,2-4,5,0,4,7-12,2-2,35,T.  Young,0,1,18,PF,4,2,1,"April 16, 2008",280416030,0,76ers
--,0-0,0,0,0,0-0,0-0,0,C.  Booth,0,0,0,C,0,0,0,"April 16, 2008",280416030,0,76ers
--,0-0,0,0,0,2-2,0-0,2,K.  Ollie,0,1,4,PG,0,0,0,"April 16, 2008",280416030,0,76ers
--,0-0,2,0,5,6-11,3-3,28,L.  Williams,2,1,15,SG,7,1,2,"April 16, 2008",280416030,0,76ers
--,2-3,0,0,1,2-4,0-0,12,R.  Carney,0,0,6,SG,1,0,0,"April 16, 2008",280416030,0,76ers
--,0-0,0,0,0,0-0,0-0,0,H.  Hill,0,0,0,ll,0,0,0,"April 16, 2008",280416030,0,76ers
--,0-1,4,0,1,2-6,1-2,25,J.  Dudley,1,2,5,SF,2,2,1,"April 16, 2008",280416030,1,Bobcats
--,0-0,2,4,9,11-14,2-2,31,E.  Okafor,0,4,24,C,9,0,2,"April 16, 2008",280416030,1,Bobcats
--,0-3,12,0,2,6-12,6-7,34,R.  Felton,0,2,18,PG,2,1,2,"April 16, 2008",280416030,1,Bobcats
--,3-5,0,0,5,8-14,0-0,43,M.  Carroll,3,1,19,SG,8,0,1,"April 16, 2008",280416030,1,Bobcats
--,3-7,2,3,5,9-18,8-9,45,J.  Richardson,2,5,29,SG,7,1,2,"April 16, 2008",280416030,1,Bobcats
--,0-0,0,0,0,0-0,0-0,0,A.  Morrison,0,0,0,SF,0,0,0,"April 16, 2008",280416030,0,Bobcats
--,0-0,0,0,0,0-0,0-0,0,S.  May,0,0,0,C,0,0,0,"April 16, 2008",280416030,0,Bobcats
--,0-0,2,1,0,2-2,0-1,20,R.  Hollins,1,2,4,C,1,0,1,"April 16, 2008",280416030,0,Bobcats
--,0-0,4,3,2,5-8,2-3,22,N.  Mohammed,3,1,12,C,5,0,2,"April 16, 2008",280416030,0,Bobcats
--,0-1,8,0,0,2-5,0-0,20,E.  Boykins,1,1,4,PG,1,1,0,"April 16, 2008",280416030,0,Bobcats
,,,,,,,Did not play,J.  Davidson,,,,PF,,,,"April 16, 2008",280416030,0,Bobcats
,,,,,,,Did not play,O.  Harrington,,,,PF,,,,"April 16, 2008",280416030,0,Bobcats
,,,,,,,Did not play,G.  Wallace,,,,SF,,,,"April 16, 2008",280416030,0,Bobcats
,,,,,,,Did not play,D.  Anderson,,,,SG,,,,"April 16, 2008",280416030,0,Bobcats
--,0-2,6,3,8,8-17,6-7,45,A.  Iguodala,2,1,22,SF,10,3,6,"November 2, 2007",271102004,1,76ers
--,0-0,0,2,6,5-9,4-6,31,S.  Dalembert,5,5,14,C,11,0,3,"November 2, 2007",271102004,1,76ers
--,0-0,2,0,4,3-7,3-6,28,R.  Evans,5,5,9,C,9,4,3,"November 2, 2007",271102004,1,76ers
--,0-0,3,0,4,10-18,5-7,41,A.  Miller,2,1,25,PG,6,0,5,"November 2, 2007",271102004,1,76ers
--,0-2,2,0,7,5-15,3-3,38,W.  Green,1,2,13,SG,8,2,3,"November 2, 2007",271102004,1,76ers
--,0-0,0,0,0,0-0,0-0,0,S.  Randolph,0,0,0,PF,0,0,0,"November 2, 2007",271102004,0,76ers
--,0-0,0,0,0,0-0,0-0,0,L.  Amundson,0,0,0,PF,0,0,0,"November 2, 2007",271102004,0,76ers
--,0-0,1,2,4,1-2,0-0,14,J.  Smith,2,2,2,PF,6,0,0,"November 2, 2007",271102004,0,76ers
--,0-0,0,0,1,0-1,0-0,4,C.  Booth,0,1,0,C,1,0,0,"November 2, 2007",271102004,0,76ers
